models=Pursue	selected=Random Walk	walkingtime=20	selected=random initializer	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	maxpausetime=10	minspeed=5	selected=squarereflect	height=500	width=500	maxspeed=10	selected=NullPowerAlgorithm	locationinitializer=Null	adr=0.45	maps=squarereflect	height=500	width=500	leadersmodeloffset=0.0,0.0,	sdr=0.15	pergrouprange=false	extratraces=true	groupsizes=20,20,20,20,20,	rangealgorithms=NullPowerAlgorithm	maxinitialdistance=0	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=100	maxsimulationtime=1000
Time	Node	PositionX	PositionY	Speed	Direction Angle	Range	GroupNumber	Is Leader
1	0	305	35	9.77	5.35	0	0	true
1	1	308	49	11.13	6.06	0	0	false
1	2	292	37	8.8	4.79	0	0	false
1	3	307	50	8.95	7.38	0	0	false
1	4	302	53	9.02	4.59	0	0	false
1	5	295	52	10.01	6.98	0	0	false
1	6	293	51	9.66	4.75	0	0	false
1	7	294	51	10.69	7.89	0	0	false
1	8	306	48	10.93	7	0	0	false
1	9	310	44	11.13	5.54	0	0	false
1	10	308	38	10.03	5.96	0	0	false
1	11	297	52	8.9	7.85	0	0	false
1	12	302	34	10.48	1.3	0	0	false
1	13	294	34	10.86	2.67	0	0	false
1	14	293	51	10.72	5.04	0	0	false
1	15	292	34	10.44	1.3	0	0	false
1	16	309	42	9.1	3.38	0	0	false
1	17	308	39	11.01	2.47	0	0	false
1	18	300	34	11.1	1.21	0	0	false
1	19	309	45	9.21	2.54	0	0	false
1	20	373	95	8.14	1.51	0	1	true
1	21	379	80	7.13	0.02	0	1	false
1	22	367	80	6.99	1.85	0	1	false
1	23	370	94	8.36	-2.21	0	1	false
1	24	378	93	8.23	4.82	0	1	false
1	25	380	90	7.88	0.6	0	1	false
1	26	369	94	7.59	-2.44	0	1	false
1	27	366	82	7.97	-0.77	0	1	false
1	28	366	92	8.22	-1.18	0	1	false
1	29	366	82	8.94	2.87	0	1	false
1	30	379	85	7.35	-0.34	0	1	false
1	31	365	83	7.66	0.78	0	1	false
1	32	380	83	8.48	0.52	0	1	false
1	33	375	78	7.18	3.76	0	1	false
1	34	378	83	9.32	-0.65	0	1	false
1	35	365	90	9.32	1.29	0	1	false
1	36	378	82	8.8	2.01	0	1	false
1	37	377	94	7.87	1.61	0	1	false
1	38	379	91	9.14	2.69	0	1	false
1	39	369	95	8.83	7.36	0	1	false
1	40	209	249	5.18	0.05	0	2	true
1	41	204	243	5.76	1.54	0	2	false
1	42	208	250	5.96	4.44	0	2	false
1	43	208	245	5.49	3.49	0	2	false
1	44	207	253	4.97	6.76	0	2	false
1	45	205	243	4.48	-1.44	0	2	false
1	46	200	253	4.52	4.91	0	2	false
1	47	200	253	4.56	3.76	0	2	false
1	48	204	253	5.9	4.7	0	2	false
1	49	209	251	4.69	5.9	0	2	false
1	50	200	246	5.26	2.57	0	2	false
1	51	204	244	4.86	2.67	0	2	false
1	52	206	252	4.73	7.28	0	2	false
1	53	203	253	5.25	8.1	0	2	false
1	54	206	253	5.83	4.33	0	2	false
1	55	205	253	5.55	7.39	0	2	false
1	56	207	244	5.56	2.97	0	2	false
1	57	199	246	4.55	1.2	0	2	false
1	58	208	246	5.68	-0.17	0	2	false
1	59	205	244	5.69	-1.28	0	2	false
1	60	312	19	6.34	0.74	0	3	true
1	61	309	10	6.59	0.29	0	3	false
1	62	303	11	5.49	1.67	0	3	false
1	63	304	19	7.19	9.06	0	3	false
1	64	312	9	5.5	2.49	0	3	false
1	65	301	12	7.16	3.3	0	3	false
1	66	310	9	6.53	1.99	0	3	false
1	67	303	20	6.72	4.46	0	3	false
1	68	302	18	6	-1.09	0	3	false
1	69	303	18	5.68	-1.48	0	3	false
1	70	313	17	6.38	2	0	3	false
1	71	302	12	7	1	0	3	false
1	72	307	22	6.77	5.05	0	3	false
1	73	305	10	6.14	-1.76	0	3	false
1	74	312	11	6.57	-0.1	0	3	false
1	75	306	22	5.65	6.18	0	3	false
1	76	307	21	6.13	3.92	0	3	false
1	77	305	20	5.8	6.87	0	3	false
1	78	314	15	6.51	-0.43	0	3	false
1	79	308	22	7.05	6.85	0	3	false
1	80	426	201	8.87	2.21	0	4	true
1	81	432	201	9.71	5.39	0	4	false
1	82	430	203	10.18	5.25	0	4	false
1	83	441	193	8.81	2.65	0	4	false
1	84	434	201	7.58	4.84	0	4	false
1	85	427	185	9.05	3.67	0	4	false
1	86	440	191	7.7	3.41	0	4	false
1	87	425	187	9.58	3.21	0	4	false
1	88	439	196	10.06	0.46	0	4	false
1	89	436	187	8.45	2.03	0	4	false
1	90	436	187	8.9	1.38	0	4	false
1	91	429	184	7.54	0.54	0	4	false
1	92	423	191	7.61	3.69	0	4	false
1	93	423	189	8.7	0.36	0	4	false
1	94	424	199	7.9	-0.15	0	4	false
1	95	436	202	9.92	2.47	0	4	false
1	96	428	202	9	2.4	0	4	false
1	97	432	185	8.4	-0.66	0	4	false
1	98	431	202	8.31	4.98	0	4	false
1	99	441	192	9.05	0.09	0	4	false
2	0	311	27	9.77	5.35	0	0	true
2	1	319	47	10.84	5.29	0	0	false
2	2	292	29	10.1	4.23	0	0	false
2	3	311	58	10.68	5.14	0	0	false
2	4	301	44	10.91	3.43	0	0	false
2	5	303	59	9.49	4.08	0	0	false
2	6	294	42	10.78	6.94	0	0	false
2	7	294	61	10.65	5.51	0	0	false
2	8	315	55	9.44	5.52	0	0	false
2	9	318	37	9.78	4.8	0	0	false
2	10	318	35	9.24	2.74	0	0	false
2	11	297	61	9.3	6.48	0	0	false
2	12	304	44	9.39	5.86	0	0	false
2	13	285	39	10.35	3.61	0	0	false
2	14	296	40	9.01	3.93	0	0	false
2	15	295	44	10.07	4.01	0	0	false
2	16	301	40	10.28	2.83	0	0	false
2	17	299	45	10.97	4.75	0	0	false
2	18	304	44	9.73	5	0	0	false
2	19	301	50	8.83	4.18	0	0	false
2	20	373	103	8.14	1.51	0	1	true
2	21	386	80	8.6	3.34	0	1	false
2	22	365	87	8.59	-0.2	0	1	false
2	23	365	87	7.58	1.4	0	1	false
2	24	379	85	9.25	0.06	0	1	false
2	25	387	94	7.29	4.12	0	1	false
2	26	363	89	8.77	3.5	0	1	false
2	27	371	76	8.43	3.41	0	1	false
2	28	369	85	9.05	2.81	0	1	false
2	29	358	85	8.41	-0.5	0	1	false
2	30	386	83	7.47	-0.67	0	1	false
2	31	371	88	9.35	2.7	0	1	false
2	32	387	87	7.43	4.09	0	1	false
2	33	369	74	8.72	2.68	0	1	false
2	34	385	77	7.53	0.26	0	1	false
2	35	367	99	7.66	0.76	0	1	false
2	36	375	90	7.23	4.49	0	1	false
2	37	377	102	9.27	4.88	0	1	false
2	38	371	95	8.6	1.96	0	1	false
2	39	373	103	7.51	1.94	0	1	false
2	40	214	249	5.18	0.05	0	2	true
2	41	204	248	4.8	-2.09	0	2	false
2	42	207	244	5.08	2.53	0	2	false
2	43	203	243	4.78	-2.04	0	2	false
2	44	211	255	5.9	2.55	0	2	false
2	45	206	238	4.66	2.13	0	2	false
2	46	201	249	5.2	1.19	0	2	false
2	47	196	250	5.76	4.02	0	2	false
2	48	204	247	5.9	1.12	0	2	false
2	49	213	249	5.78	6.53	0	2	false
2	50	195	249	4.72	-0.18	0	2	false
2	51	199	246	4.87	-0.94	0	2	false
2	52	209	256	5.1	4.38	0	2	false
2	53	201	258	4.74	3.88	0	2	false
2	54	204	247	5.94	-1.67	0	2	false
2	55	207	258	4.63	6.29	0	2	false
2	56	201	245	4.59	1.95	0	2	false
2	57	200	250	5.94	5.87	0	2	false
2	58	214	245	5.49	-0.08	0	2	false
2	59	207	239	4.88	-1.52	0	2	false
2	60	317	23	6.34	0.74	0	3	true
2	61	315	11	6.92	-1.19	0	3	false
2	62	302	16	7.22	2.37	0	3	false
2	63	297	22	5.47	2.69	0	3	false
2	64	308	12	6.95	0.9	0	3	false
2	65	294	11	7.28	1.48	0	3	false
2	66	307	15	6.47	0.85	0	3	false
2	67	302	14	6.82	-1.34	0	3	false
2	68	305	13	6.33	-1.88	0	3	false
2	69	304	13	7.24	-0.28	0	3	false
2	70	311	23	5.55	-1.73	0	3	false
2	71	306	18	7.03	-1.84	0	3	false
2	72	310	15	5.98	2.82	0	3	false
2	73	304	4	5.93	3.44	0	3	false
2	74	319	10	6.15	2.54	0	3	false
2	75	312	21	6.44	2.04	0	3	false
2	76	303	17	6.15	-2.06	0	3	false
2	77	310	23	5.74	-0.66	0	3	false
2	78	320	12	6.56	0.55	0	3	false
2	79	314	26	6.29	4.83	0	3	false
2	80	420	208	8.87	2.21	0	4	true
2	81	438	194	8.12	4.69	0	4	false
2	82	435	194	8.1	5.21	0	4	false
2	83	433	197	9.61	-0.3	0	4	false
2	84	435	193	8.63	4.39	0	4	false
2	85	419	181	10.01	1.22	0	4	false
2	86	433	189	8.49	2.67	0	4	false
2	87	415	186	7.59	-0.42	0	4	false
2	88	448	200	9.94	2.79	0	4	false
2	89	432	194	9.48	1.51	0	4	false
2	90	438	195	8.15	2.9	0	4	false
2	91	435	188	9.7	4.81	0	4	false
2	92	417	187	7.56	4.02	0	4	false
2	93	431	192	7.91	-0.53	0	4	false
2	94	431	198	9.28	0.42	0	4	false
2	95	428	208	8.45	3.67	0	4	false
2	96	422	208	8.54	4.55	0	4	false
2	97	439	179	8.49	3.54	0	4	false
2	98	433	194	8.11	0.6	0	4	false
2	99	450	193	8.08	1.59	0	4	false
3	0	317	19	9.77	5.35	0	0	true
3	1	325	38	10.79	4.29	0	0	false
3	2	288	20	10.58	5.75	0	0	false
3	3	316	48	10.9	6.04	0	0	false
3	4	290	41	9.04	4.4	0	0	false
3	5	297	51	8.33	3.64	0	0	false
3	6	302	48	11.06	3.43	0	0	false
3	7	302	54	8.65	4.95	0	0	false
3	8	321	49	10.22	5.52	0	0	false
3	9	319	27	9.61	7.28	0	0	false
3	10	309	39	9.56	3.09	0	0	false
3	11	306	63	9.93	4.34	0	0	false
3	12	313	40	9.69	3.45	0	0	false
3	13	275	34	10.53	3.49	0	0	false
3	14	290	34	9.17	4.15	0	0	false
3	15	288	37	10	3.72	0	0	false
