models=Pursue	selected=Random Walk	walkingtime=20	selected=random initializer	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	maxpausetime=10	minspeed=5	selected=squarereflect	height=500	width=500	maxspeed=10	selected=NullPowerAlgorithm	locationinitializer=Null	adr=0.45	maps=squarereflect	height=500	width=500	leadersmodeloffset=0.0,0.0,	sdr=0.15	pergrouprange=false	extratraces=true	groupsizes=20,20,20,20,20,	rangealgorithms=NullPowerAlgorithm	maxinitialdistance=0	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=100	maxsimulationtime=1000
Time	Node	PositionX	PositionY	Speed	Direction Angle	Range	GroupNumber	Is Leader
1	0	73	489	6.48	0.73	0	0	true
1	1	67	479	7.09	2.83	0	0	false
1	2	75	485	7.23	2.59	0	0	false
1	3	73	481	5.97	3.34	0	0	false
1	4	69	479	6.18	3.56	0	0	false
1	5	67	491	5.78	6.06	0	0	false
1	6	75	484	6.44	-0.38	0	0	false
1	7	67	492	7.11	4.52	0	0	false
1	8	69	478	7.11	0.76	0	0	false
1	9	64	490	6.04	5.19	0	0	false
1	10	68	478	6.85	0.59	0	0	false
1	11	69	478	6.94	2.97	0	0	false
1	12	62	487	6.39	2.46	0	0	false
1	13	75	485	6.88	4.86	0	0	false
1	14	66	492	7.21	4.63	0	0	false
1	15	72	481	6.34	-0.09	0	0	false
1	16	71	479	6.2	-1.41	0	0	false
1	17	72	480	6.51	1.14	0	0	false
1	18	74	482	5.77	-0.63	0	0	false
1	19	67	492	6.56	7.08	0	0	false
1	20	294	8	6.1	5.4	0	1	true
1	21	287	18	6.93	5.31	0	1	false
1	22	285	11	6.09	5.18	0	1	false
1	23	284	11	6.45	8.67	0	1	false
1	24	295	10	6.71	6.13	0	1	false
1	25	295	16	6.55	2.46	0	1	false
1	26	284	10	6.86	7.75	0	1	false
1	27	287	18	6.52	2.66	0	1	false
1	28	293	19	6.78	7.49	0	1	false
1	29	288	7	6.35	-1.49	0	1	false
1	30	290	20	6.58	3.37	0	1	false
1	31	290	18	5.7	4.24	0	1	false
1	32	296	13	5.75	6.12	0	1	false
1	33	294	8	5.69	8.67	0	1	false
1	34	297	11	6.42	6.52	0	1	false
1	35	293	7	6.53	1.98	0	1	false
1	36	294	18	5.81	7.44	0	1	false
1	37	289	7	6.08	-1.11	0	1	false
1	38	288	18	5.59	2.63	0	1	false
1	39	297	13	6.03	1.98	0	1	false
1	40	448	18	5.39	2.52	0	2	true
1	41	449	20	5.63	3.9	0	2	false
1	42	449	20	5.82	5.69	0	2	false
1	43	456	19	5.75	0.83	0	2	false
1	44	456	19	4.96	4.09	0	2	false
1	45	457	12	4.92	0.62	0	2	false
1	46	448	14	6.13	-0.56	0	2	false
1	47	456	20	6.11	5.97	0	2	false
1	48	458	16	6.15	5.7	0	2	false
1	49	459	15	4.89	0.49	0	2	false
1	50	453	9	5.91	1.77	0	2	false
1	51	452	10	5.68	-0.64	0	2	false
1	52	458	17	5.76	1.26	0	2	false
1	53	448	13	4.8	1.82	0	2	false
1	54	457	12	6.14	4.26	0	2	false
1	55	450	12	5.82	0.37	0	2	false
1	56	455	20	4.83	3.05	0	2	false
1	57	449	12	5.9	1.58	0	2	false
1	58	454	21	5.6	5.16	0	2	false
1	59	448	13	5.21	1.15	0	2	false
1	60	141	406	8.27	3.19	0	3	true
1	61	147	397	7.32	2.07	0	3	false
1	62	151	414	8.52	1.36	0	3	false
1	63	151	415	7.07	6.57	0	3	false
1	64	146	415	8.62	4.15	0	3	false
1	65	150	399	7.74	3.54	0	3	false
1	66	156	411	8.19	3.08	0	3	false
1	67	146	400	8.3	3.31	0	3	false
1	68	144	413	8.05	2.35	0	3	false
1	69	143	412	8.46	3.29	0	3	false
1	70	148	415	7.8	6.58	0	3	false
1	71	146	398	7.59	4.55	0	3	false
1	72	144	411	9.41	3.59	0	3	false
1	73	147	398	8.77	2.08	0	3	false
1	74	154	413	7.38	1.23	0	3	false
1	75	144	400	9.04	3.75	0	3	false
1	76	157	400	9.3	4.38	0	3	false
1	77	148	413	8.13	6.3	0	3	false
1	78	146	412	7.68	6.12	0	3	false
1	79	145	414	7.85	6.21	0	3	false
1	80	497	209	7.66	1.31	0	4	true
1	81	492	194	8.63	3.86	0	4	false
1	82	493	209	6.94	3.9	0	4	false
1	83	498	207	8.54	2.41	0	4	false
1	84	499	208	8.77	0.96	0	4	false
1	85	498	203	8.48	4.13	0	4	false
1	86	499	195	7.58	0.5	0	4	false
1	87	497	203	8.07	0.96	0	4	false
1	88	497	205	8.27	1.46	0	4	false
1	89	498	196	7.57	3.41	0	4	false
1	90	489	208	7.19	1.1	0	4	false
1	91	488	204	7.86	2.49	0	4	false
1	92	493	208	7.49	-0.16	0	4	false
1	93	495	194	8.67	2.79	0	4	false
1	94	497	202	8.45	-1.2	0	4	false
1	95	499	196	8.46	3.99	0	4	false
1	96	495	194	6.93	1.71	0	4	false
1	97	497	197	8.08	2.68	0	4	false
1	98	489	205	8.57	-1.82	0	4	false
