models=Pursue	selected=Random Walk	walkingtime=20	selected=random initializer	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	maxpausetime=10	minspeed=5	selected=squarereflect	height=500	width=500	maxspeed=10	selected=NullPowerAlgorithm	locationinitializer=Null	adr=0.45	maps=squarereflect	height=500	width=500	leadersmodeloffset=0.0,0.0,	sdr=0.15	pergrouprange=false	extratraces=true	groupsizes=20,20,20,20,20,	rangealgorithms=NullPowerAlgorithm	maxinitialdistance=0	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=100	maxsimulationtime=1000
Time	Node	PositionX	PositionY	Speed	Direction Angle	Range	GroupNumber	Is Leader
1	0	477	369	9.61	4	0	0	true
1	1	479	384	9.45	2.58	0	0	false
1	2	477	382	8.82	3.66	0	0	false
1	3	486	384	10.49	3.44	0	0	false
1	4	487	385	9.09	5.59	0	0	false
1	5	476	384	8.49	6.54	0	0	false
1	6	480	366	9.7	3.16	0	0	false
1	7	481	367	10.15	2.62	0	0	false
1	8	479	383	10.58	5.38	0	0	false
1	9	479	367	8.38	2.58	0	0	false
1	10	478	383	10.37	2.29	0	0	false
1	11	479	367	10.07	3.82	0	0	false
1	12	493	380	9.05	5.87	0	0	false
1	13	492	380	8.86	5.41	0	0	false
1	14	483	367	10.89	4.21	0	0	false
1	15	492	383	8.65	3.02	0	0	false
1	16	483	386	10.82	6.78	0	0	false
1	17	478	382	8.65	5.71	0	0	false
1	18	477	385	10.81	2.99	0	0	false
1	19	493	374	8.35	4.72	0	0	false
1	20	0	203	7.01	5.87	0	1	true
1	21	6	212	6.59	2.59	0	1	false
1	22	6	212	7.17	2.72	0	1	false
1	23	12	202	7.1	1.38	0	1	false
1	24	12	207	6.16	4.49	0	1	false
1	25	10	201	6.26	3.27	0	1	false
1	26	3	213	6.34	5.91	0	1	false
1	27	4	212	6.32	6.8	0	1	false
1	28	10	210	7.87	2.82	0	1	false
1	29	7	212	6.61	1.87	0	1	false
1	30	11	209	6.74	3.92	0	1	false
1	31	10	201	7.86	3.06	0	1	false
1	32	9	200	7.58	0.79	0	1	false
1	33	11	209	6.97	6.42	0	1	false
1	34	0	202	6.43	3.11	0	1	false
1	35	9	200	7.99	5.24	0	1	false
1	36	3	213	6.71	6.77	0	1	false
1	37	3	200	7.76	3.35	0	1	false
1	38	5	199	6.54	4.21	0	1	false
1	39	12	205	7.88	5.78	0	1	false
1	40	249	217	5.8	3.93	0	2	true
1	41	253	214	6.19	4.25	0	2	false
1	42	258	222	5.52	5.6	0	2	false
1	43	259	218	5.37	4.38	0	2	false
1	44	250	215	6.29	1.49	0	2	false
1	45	257	224	4.99	6.43	0	2	false
1	46	250	226	6.48	3.1	0	2	false
1	47	254	215	6.04	4.52	0	2	false
1	48	257	225	5.83	2.25	0	2	false
1	49	250	226	5.6	3.55	0	2	false
1	50	257	225	6.3	3.24	0	2	false
1	51	248	224	6.42	7.44	0	2	false
1	52	258	217	5.75	5.5	0	2	false
1	53	259	219	5.46	5.44	0	2	false
1	54	251	227	6.06	1.82	0	2	false
1	55	255	216	4.94	1.15	0	2	false
1	56	257	218	5.61	5.03	0	2	false
1	57	247	219	5.13	3.88	0	2	false
1	58	256	216	5.96	1.58	0	2	false
1	59	254	227	5.32	5.76	0	2	false
1	60	313	357	6.3	1.98	0	3	true
1	61	319	358	5.54	5.86	0	3	false
1	62	318	358	6.03	0.84	0	3	false
1	63	310	354	6.02	0.95	0	3	false
1	64	309	349	5.59	0.21	0	3	false
1	65	315	357	6.88	4.89	0	3	false
1	66	316	346	5.53	4.56	0	3	false
1	67	313	356	6.74	1.08	0	3	false
1	68	322	353	6.04	3.01	0	3	false
1	69	316	345	6.79	1.67	0	3	false
1	70	311	355	6.17	3.08	0	3	false
1	71	322	355	5.41	4.51	0	3	false
1	72	313	356	5.4	2.99	0	3	false
1	73	322	353	5.4	2.11	0	3	false
1	74	318	358	7.16	4.2	0	3	false
1	75	313	345	5.49	2.5	0	3	false
1	76	318	345	6.19	3.19	0	3	false
1	77	310	349	6.58	3.64	0	3	false
1	78	313	356	6.15	1.49	0	3	false
1	79	315	346	5.5	2.03	0	3	false
1	80	128	421	8.87	3.82	0	4	true
1	81	126	422	9.65	5.6	0	4	false
1	82	137	435	8.12	1.61	0	4	false
1	83	142	431	8.22	2.38	0	4	false
1	84	126	431	7.97	3.44	0	4	false
1	85	145	427	7.86	4.95	0	4	false
1	86	128	432	9.4	2.25	0	4	false
1	87	129	434	8.84	2.47	0	4	false
1	88	136	435	9.22	4.05	0	4	false
1	89	144	427	7.96	6.04	0	4	false
1	90	140	433	9.1	2.6	0	4	false
1	91	137	418	8.92	4.51	0	4	false
1	92	144	428	8.72	2.34	0	4	false
1	93	128	429	9.23	4.09	0	4	false
1	94	140	435	9.05	6.49	0	4	false
1	95	138	419	8.58	5.18	0	4	false
1	96	143	420	8.47	3.48	0	4	false
1	97	143	429	8.2	1.47	0	4	false
