models=Pursue	selected=Random Walk	walkingtime=20	selected=random initializer	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	maxpausetime=10	minspeed=5	selected=squarereflect	height=500	width=500	maxspeed=10	selected=NullPowerAlgorithm	locationinitializer=Null	adr=0.45	maps=squarereflect	height=500	width=500	leadersmodeloffset=0.0,0.0,	sdr=0.15	pergrouprange=false	extratraces=true	groupsizes=20,20,20,20,20,	rangealgorithms=NullPowerAlgorithm	maxinitialdistance=0	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=100	maxsimulationtime=1000
Time	Node	PositionX	PositionY	Speed	Direction Angle	Range	GroupNumber	Is Leader
1	0	44	227	6.92	0.11	0	0	true
1	1	43	227	6.88	6.04	0	0	false
1	2	38	218	6.17	-1.64	0	0	false
1	3	37	234	7.88	7.73	0	0	false
1	4	41	222	7.59	-0.21	0	0	false
1	5	43	224	6.22	-1.35	0	0	false
1	6	40	220	7.45	3.07	0	0	false
1	7	43	222	6.27	0.23	0	0	false
1	8	35	219	6.14	-0.18	0	0	false
1	9	36	218	7.69	2.88	0	0	false
1	10	44	223	6.34	2.6	0	0	false
1	11	44	228	7.21	6.94	0	0	false
1	12	42	229	5.96	4.82	0	0	false
1	13	39	220	6.92	1.73	0	0	false
1	14	31	230	7.75	7	0	0	false
1	15	43	223	7.19	3.87	0	0	false
1	16	41	220	7.04	-1.49	0	0	false
1	17	44	223	7.79	1.75	0	0	false
1	18	32	222	6.87	2.95	0	0	false
1	19	33	231	7.47	4.04	0	0	false
1	20	311	137	7.08	0.36	0	1	true
1	21	299	139	6.91	5.59	0	1	false
1	22	301	129	7.93	3.17	0	1	false
1	23	303	129	6.22	2.78	0	1	false
1	24	312	132	6.3	-0.41	0	1	false
1	25	299	138	6.95	6.36	0	1	false
1	26	300	141	6.51	7.87	0	1	false
1	27	311	130	7.78	3.25	0	1	false
1	28	310	131	7.64	0.96	0	1	false
1	29	308	142	6.18	3.01	0	1	false
1	30	304	142	7.85	4.14	0	1	false
1	31	311	136	7.87	2.26	0	1	false
1	32	297	138	6.66	5.9	0	1	false
1	33	306	141	6.11	7.72	0	1	false
1	34	312	131	7.95	2.89	0	1	false
1	35	305	128	6.8	2.45	0	1	false
1	36	299	137	6.03	7.63	0	1	false
1	37	307	128	7.21	2.6	0	1	false
1	38	310	130	7.02	-0.24	0	1	false
1	39	298	131	7.77	2	0	1	false
1	40	4	269	5.17	4.88	0	2	true
1	41	0	270	5.27	8.99	0	2	false
1	42	0	277	4.62	7.88	0	2	false
1	43	1	279	4.97	3.63	0	2	false
1	44	7	276	5.74	6.7	0	2	false
1	45	7	272	4.98	3.15	0	2	false
1	46	5	270	5.28	2.67	0	2	false
1	47	4	280	5.1	3.8	0	2	false
1	48	0	271	5.78	5.29	0	2	false
1	49	4	269	5.44	0.53	0	2	false
1	50	7	271	4.84	3.47	0	2	false
1	51	5	280	5.88	6.44	0	2	false
1	52	1	269	4.71	-0.59	0	2	false
1	53	0	278	5.9	5.79	0	2	false
1	54	2	280	4.69	5.32	0	2	false
1	55	7	271	4.45	3.03	0	2	false
1	56	4	279	4.49	6.79	0	2	false
1	57	6	271	4.82	3.14	0	2	false
1	58	0	272	4.67	2.97	0	2	false
1	59	8	276	4.79	3.41	0	2	false
1	60	208	126	6.37	5.35	0	3	true
1	61	203	137	6.7	4.61	0	3	false
1	62	210	132	6.97	4.01	0	3	false
1	63	211	131	6.98	2.08	0	3	false
1	64	198	129	7.02	7.62	0	3	false
1	65	209	128	5.94	6.2	0	3	false
1	66	204	125	5.49	1.11	0	3	false
1	67	200	126	6.05	6.22	0	3	false
1	68	203	126	6.66	0.94	0	3	false
1	69	210	131	6.81	2.11	0	3	false
1	70	210	131	6.04	1.96	0	3	false
1	71	207	137	6.75	5.11	0	3	false
1	72	210	129	6.76	2.66	0	3	false
1	73	210	134	6.88	3.55	0	3	false
1	74	207	137	5.67	3.49	0	3	false
1	75	201	137	7.05	5.15	0	3	false
1	76	208	136	7.28	6.02	0	3	false
1	77	209	137	6.98	3.01	0	3	false
1	78	208	136	7.05	7.38	0	3	false
1	79	205	126	6.89	0.3	0	3	false
1	80	112	473	5.37	4.08	0	4	true
1	81	118	473	4.58	3.19	0	4	false
1	82	110	475	5.49	3.84	0	4	false
1	83	118	482	5.87	1.72	0	4	false
1	84	114	483	6.03	3.48	0	4	false
1	85	121	476	4.79	1.2	0	4	false
1	86	115	483	5.36	6.63	0	4	false
1	87	117	472	5.3	1.41	0	4	false
1	88	117	483	4.61	6.39	0	4	false
1	89	112	473	5.6	6.52	0	4	false
1	90	118	473	5.54	4.36	0	4	false
1	91	112	473	4.62	3.53	0	4	false
1	92	116	483	5.14	6.22	0	4	false
1	93	118	482	5.66	2.12	0	4	false
1	94	111	474	4.85	3.74	0	4	false
